;ID_PROPOSTA;UF_PROPONENTE;MUNIC_PROPONENTE;COD_MUNIC_IBGE;COD_ORGAO_SUP;DESC_ORGAO_SUP;NATUREZA_JURIDICA;NR_PROPOSTA;DIA_PROP;MES_PROP;ANO_PROP;DIA_PROPOSTA;COD_ORGAO;DESC_ORGAO;MODALIDADE;IDENTIF_PROPONENTE;NM_PROPONENTE;CEP_PROPONENTE;ENDERECO_PROPONENTE;BAIRRO_PROPONENTE;NM_BANCO;SITUACAO_CONTA;SITUACAO_PROJETO_BASICO;SIT_PROPOSTA;DIA_INIC_VIGENCIA_PROPOSTA;DIA_FIM_VIGENCIA_PROPOSTA;OBJETO_PROPOSTA;VL_GLOBAL_PROP;VL_REPASSE_PROP;VL_CONTRAPARTIDA_PROP;NR_CONVENIO;DIA;MES;ANO;DIA_ASSIN_CONV;SIT_CONVENIO;SUBSITUACAO_CONV;SITUACAO_PUBLICACAO;INSTRUMENTO_ATIVO;IND_OPERA_OBTV;NR_PROCESSO;UG_EMITENTE;DIA_PUBL_CONV;DIA_INIC_VIGENC_CONV;DIA_FIM_VIGENC_CONV;DIAS_PREST_CONTAS;DIA_LIMITE_PREST_CONTAS;SITUACAO_CONTRATACAO;QTDE_CONVENIOS;QTD_TA;QTD_PRORROGA;VL_GLOBAL_CONV;VL_REPASSE_CONV;VL_CONTRAPARTIDA_CONV;VL_EMPENHADO_CONV;VL_DESEMBOLSADO_CONV;VL_SALDO_REMAN_TESOURO;VL_SALDO_REMAN_CONVENENTE;VL_RENDIMENTO_APLICACAO;VL_INGRESSO_CONTRAPARTIDA
1209;805224;RS;PORTO ALEGRE;4314902.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;89500/2013;5;12;2013;05/12/2013;26244;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CONVENIO;2475386000113;FUNDACAO EMPRESA ESCOLA DE ENGENHARIA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL FEENG;90035190;AVENIDA OSVALDO ARANHA. 99. SALA 613 - BOM FIM. PORTO ALEGRE - RS. CEP: 90035-190;BOM FIM;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;11/12/2013;31/07/2015;O presente Termo tem como objetivo trabalhos conjuntos para realização de estudos técnicos sobre segurança técnica em minas subterrâneas. relativos á mecânica de rochas. fatores de segurança em sustentação com pilares. metodologias de monitoramento de pilares. efeitos de subsidências em áreas de extração. hidrogeologia. bem como a realização de capacitação dos técnicos do DNPM. em ventilação. medição de poeiras. segurança e novos métodos de lavra em minas subterrâneas mecanizadas. visando o aperfeiçoamento das ações de fiscalização do DNPM do Programa de Fiscalização e Controle da Atividade Minerária. para o desenvolvimento sustentável da mineração do país.;444500;444500;0;793717;11;12;2013;11/12/2013;Prestação de Contas enviada para Análise;;Publicado;SIM;SIM;2.30782008262013E+016;153114.0;13/12/2013;11/12/2013;31/07/2015;60;29/09/2015;Normal;1;1.0;;444500;444500;0;351000;241000;18008.35;;;
1210;805408;PR;CASCAVEL;4104808.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;89527/2013;5;12;2013;05/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;78680337000184;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;85814110;RUA UNIVERSITARIA. 1619 - JD UNIVERSITARIO. CASCAVEL - PR. CEP: 85814-110;JD UNIVERSITARIO;CAIXA ECONOMICA FEDERAL;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;30/12/2013;06/09/2018;Construção (366.49 m²) do prédio do Auditório do Centro de Eventos da Unioeste/Campus de Toledo.;524700;250000;274700;788152;30;12;2013;30/12/2013;Em execução;;Publicado;SIM;SIM;2.34000003912014E+016;153173.0;15/01/2014;30/12/2013;06/09/2018;60;05/11/2018;Normal;1;4.0;1.0;524700;250000;274700;250000;;;;;
1211;805708;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;89571/2013;5;12;2013;05/12/2013;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;42429480000150;FUNDACAO UNIVERSITARIA JOSE BONIFACIO;22290240;AVENIDA PASTEUR. 280 - URCA. RIO DE JANEIRO - RJ. CEP: 22290-240;URCA;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;20/12/2013;13/09/2015;RETRATOS DA DITADURA - finalizar versão longa (75 minutos) do filme Retratos. montar uma versão mais curta para televisão (52 minutos). realizar a exposição-instalação Arquivos da ditadura. e distribuir o filme junto a canais de televisão. instituições. universidades. mostras e redes sociais.;111943.8;111943.8;0;793723;20;12;2013;20/12/2013;Prestação de Contas enviada para Análise;;Publicado;SIM;SIM;2.30790684542013E+016;153115.0;23/12/2013;20/12/2013;13/09/2015;15;28/09/2015;Normal;1;2.0;;111943.8;111943.8;0;108161.17;108161.17;379.89;;;
1212;806586;CE;FORTALEZA;2304400.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;89837/2013;6;12;2013;06/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;7885809000197;FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE;60714903;AVENIDA DOUTOR SILAS MUNGUBA 1700. -. CAMPUS ITAPERI - ITAPERI. FORTALEZA - CE. CEP: 60714-903;ITAPERI;CAIXA ECONOMICA FEDERAL;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;30/12/2013;19/01/2018;APOIO AO ENSINO SUPERIOR PARA AMPLIAÇÃO DA RESIDENCIA UNIVERSITARIA DA FACULDADE DE CIENCIAS E LETRAS DO SERTÃO CENTRAL - FCLESC / FUNECE;250000;200000;50000;789226;30;12;2013;30/12/2013;Em execução;;Publicado;SIM;SIM;2.34000004132013E+016;153173.0;15/01/2014;30/12/2013;19/01/2018;60;20/03/2018;Normal;1;1.0;2.0;250000;200000;50000;200000;;;;;25000
1213;806653;DF;BRASILIA;5300108.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;89871/2013;6;12;2013;06/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;4287092000193;FUNDACAO DE ENSINO E PESQUISA EM CIENCIAS DA SAUDE;70710907;QUADRA SETOR MEDICO HOSPITALAR NORTE.. 03. CONJ  A. BLOCO 01 - ASA NORTE. BRASILIA - DF. CEP: 70710-907;ASA NORTE;BANCO DO BRASIL SA;Regularizada;Aguardando Projeto Básico;Proposta/Plano de Trabalho Aprovados;30/12/2013;30/12/2015;Reforma e ampliação da Escola Superior de Ciências da Saúde - ESCS/FEPECS. Unidade de Samambaia/DF. onde funciona o Curso de Graduação em Enfermagem.;894228;790000;104228;783698;30;12;2013;30/12/2013;Convênio Anulado;;Publicado;NÃO;SIM;2.34000003232013E+016;153173.0;15/01/2014;30/12/2013;30/12/2015;60;28/02/2016;Normal;1;1.0;;894228;790000;104228;0;;;;;
1214;806660;BA;VITORIA DA CONQUISTA;2933307.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;89876/2013;6;12;2013;06/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;13069489000108;AUTARQUIA UNIVERSIDADE DO SUDOESTE;45028135;ESTD DO BEM QUERER. S/N. KM 04 - CAMPUS UNIVERSITARI. VITORIA DA CONQUISTA - BA. CEP: 45028-135;CAMPUS UNIVERSITARI;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;31/12/2013;23/05/2018;construção de prédio e aquisição de equipamentos. destinado  ao funcionamento do Centro de Documentação e Memória Social da UESB. no campus de Vitória da Conquista da Universidade Estadual do Sudoeste da Bahia.;316194.87;300000;16194.87;787482;30;12;2013;30/12/2013;Em execução;;Publicado;SIM;SIM;2.34000003602013E+016;153173.0;15/01/2014;31/12/2013;23/05/2018;60;22/07/2018;Normal;1;2.0;1.0;316194.87;300000;16194.87;300000;;;;;
1215;806760;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;89922/2013;6;12;2013;06/12/2013;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;72060999000175;FUNDACAO COORDENACAO DE PROJETOS.PESQUISAS E ESTUDOS TECNOLOGICOS COPPETEC;21941594;AVENIDA MONIZ ARAGAO. 360. BLOCO I - CGTEC - CIDADE UNIVERSITARIA. RIO DE JANEIRO - RJ. CEP: 21941-594;CIDADE UNIVERSITARIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;23/12/2013;31/07/2015;Promover serviços de pesquisa e desenvolvimento de mecanismos de busca. recuperação e disponibilização de informações em formatos de dados abertos.;902879.9;902879.9;0;797126;23;12;2013;23/12/2013;Aguardando Prestação de Contas;;Publicado;SIM;SIM;2.30790186382013E+016;153115.0;24/12/2013;23/12/2013;31/07/2015;15;15/08/2015;Normal;1;2.0;;902879.9;902879.9;0;902879.9;902879.9;;;;
1216;806878;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;89997/2013;6;12;2013;06/12/2013;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;72060999000175;FUNDACAO COORDENACAO DE PROJETOS.PESQUISAS E ESTUDOS TECNOLOGICOS COPPETEC;21941594;AVENIDA MONIZ ARAGAO. 360. BLOCO I - CGTEC - CIDADE UNIVERSITARIA. RIO DE JANEIRO - RJ. CEP: 21941-594;CIDADE UNIVERSITARIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;23/12/2013;26/08/2015;Desenvolver uma análise técnica. científica e aplicada à Pesquisa e Desenvolvimento de Mecanismo de Pesquisa de Satisfação para a   avaliação dos serviços públicos prestados pela Administração Pública.;688751.24;688751.24;0;796870;23;12;2013;23/12/2013;Prestação de Contas enviada para Análise;;Publicado;SIM;SIM;2.30790186392014E+016;153115.0;24/12/2013;23/12/2013;26/08/2015;15;10/09/2015;Normal;1;2.0;;688751.24;688751.24;0;688751.24;688751.24;41199.22;;;
1217;807385;SC;FLORIANOPOLIS;;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;90172/2013;6;12;2013;06/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;83891283000136;FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC;88035001;MADRE BENVENUTA - SANTA MONICA. FLORIANOPOLIS - SC. CEP: 88035-001;SANTA MONICA;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Complementação;Proposta/Plano de Trabalho Aprovados;30/12/2013;28/10/2017;Equipar a infraestrutura de TIC da UDESC para dar suporte as atividades administrativas. ensino. pesquisa e extensão. em especial ao Ensino a Distância.;1015000;1000000;15000;798328;30;12;2013;30/12/2013;Aguardando Prestação de Contas;Em ajuste do Plano de Trabalho;Publicado;SIM;SIM;2.34000004552013E+016;153173.0;15/01/2014;30/12/2013;28/10/2017;60;27/12/2017;Normal;1;1.0;2.0;1015000;1000000;15000;1000000;1000000;;;;15000
1218;807891;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;90424/2013;9;12;2013;09/12/2013;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;72060999000175;FUNDACAO COORDENACAO DE PROJETOS.PESQUISAS E ESTUDOS TECNOLOGICOS COPPETEC;21941594;AVENIDA MONIZ ARAGAO. 360. BLOCO I - CGTEC - CIDADE UNIVERSITARIA. RIO DE JANEIRO - RJ. CEP: 21941-594;CIDADE UNIVERSITARIA;BANCO DO BRASIL SA;Regularizada;Não Cadastrado;Proposta/Plano de Trabalho Aprovados;20/12/2013;04/12/2015;Avaliar a utilização de agrotóxicos em 19 unidades federadas.;225000;225000;0;796296;20;12;2013;20/12/2013;Aguardando Prestação de Contas;;Publicado;SIM;SIM;2.30790476162014E+016;153115.0;23/12/2013;20/12/2013;04/12/2015;15;19/12/2015;Normal;1;1.0;;225000;225000;0;225000;180000;;;;
1219;808028;MG;UBERABA;3170107.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;90465/2013;9;12;2013;09/12/2013;26254;UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO;CONVENIO;20054326000109;FUNDACAO DE ENSINO E PESQUISA DE UBERABA;38025290;RUA CONDE DE PRADOS. 211 - ABADIA. UBERABA - MG. CEP: 38025-290;ABADIA;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;29/01/2014;29/06/2015;Promover a qualificação e articulação da rede de atenção a usuários de crack e outras drogas por meio das atividades de formação permanente desenvolvidas pelo CRR/UFTM. focalizando a análise multiabrangente acerca da problemática para o desenvolvimento de ações condutoras da prática intersetorial.;368690;368690;0;793833;29;1;2014;29/01/2014;Prestação de Contas Aprovada;;Publicado;NÃO;SIM;2.30850029532013E+016;153035.0;31/01/2014;29/01/2014;29/06/2015;60;28/08/2015;Normal;1;;;368690;368690;0;368690;368690;179637.01;;;
1220;808084;PR;CAMPO MOURAO;4104303.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;90488/2013;9;12;2013;09/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;75365387000189;FACULDADE ESTADUAL DE CIENCIAS E LETRAS DE CAMPO MOURAO;87303100;AVENIDA COMENDADOR NORBERTO MARCONDES. 733. TERREO - CENTRO. CAMPO MOURAO - PR. CEP: 87303-100;CENTRO;CAIXA ECONOMICA FEDERAL;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;30/12/2013;01/10/2017;Aquisição de material permanente para a Estação Ecológica do Cerrado de Campo Mourão e Laboratório de Estudos Paleoambientais da Fecilcam. ambos administrados pela Faculdade Estadual de Ciências e Letras de Campo Mourão – PR. visando  a melhoria da pesquisa. da qualidade do ensino e do atendimento aos visitantes.;165290;150000;15290;787485;30;12;2013;30/12/2013;Aguardando Prestação de Contas;;Publicado;SIM;SIM;2.34000003582014E+016;153173.0;15/01/2014;30/12/2013;01/10/2017;60;30/11/2017;Normal;1;1.0;2.0;165290;150000;15290;150000;;;;;
1221;808321;PB;CAMPINA GRANDE;2504009.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;90582/2013;9;12;2013;09/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;58109753;AVENIDA DAS BARAUNAS. 351. 3 ANDAR  SALA 313 - BODOCONGO. CAMPINA GRANDE - PB. CEP: 58109-753;BODOCONGO;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;30/12/2013;22/10/2017;Aquisição de equipamentos específicos para laboratório do CAMPUS VIII – Araruna da Universidade Estadual da Paraíba;470898;450000;20898;790998;30;12;2013;30/12/2013;Aguardando Prestação de Contas;;Publicado;SIM;SIM;2.34000004022013E+016;153173.0;15/01/2014;30/12/2013;22/10/2017;60;21/12/2017;Normal;1;;3.0;470898;450000;20898;450000;;;;;
1222;808768;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;90798/2013;10;12;2013;10/12/2013;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;42429480000150;FUNDACAO UNIVERSITARIA JOSE BONIFACIO;22290240;AVENIDA PASTEUR. 280 - URCA. RIO DE JANEIRO - RJ. CEP: 22290-240;URCA;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;20/12/2013;31/12/2014;Revista Política e Planejamento Regional - PPR;295800;295800;0;795988;20;12;2013;20/12/2013;Prestação de Contas enviada para Análise;;Publicado;SIM;SIM;2.30790473642014E+016;153115.0;23/12/2013;20/12/2013;31/12/2014;15;15/01/2015;Normal;1;;;295800;295800;0;295800;295800;36110.3;;;
1223;808770;BA;FEIRA DE SANTANA;2910800.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;90799/2013;10;12;2013;10/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;14045546000173;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;44036900;AVENIDA TRANSNORDESTINA. SN - NOVO HORIZONTE. FEIRA DE SANTANA - BA. CEP: 44036-900;NOVO HORIZONTE;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;30/12/2013;23/10/2018;Apoio Financeiro destinado a Construção do Núcleo de Pós-Graduação de Ciências Contábeis da Universidade Estadual de Feira de Santana.;1679467.42;1000000;679467.42;783695;23;12;2013;23/12/2013;Em execução;;Publicado;SIM;SIM;2.34000003242014E+016;153173.0;15/01/2014;30/12/2013;23/10/2018;60;22/12/2018;Normal;1;2.0;1.0;1679467.42;1000000;679467.42;1000000;500000;;;;339733.7
1224;809169;BA;SALVADOR;2927408.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;90969/2013;10;12;2013;10/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;14485841000140;UNIVERSIDADE DO ESTADO DA BAHIA;41150000;RUA SILVEIRA MARTINS. 2555 - CABULA. SALVADOR - BA. CEP: 41150-000;CABULA;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;30/12/2013;19/01/2018;Aquisição de 02 (dois) veículos de passageiros. tipo van. para proporcionar o desenvolvimento de atividades de ensino. pesquisa e extensão.;190000;180000;10000;791197;30;12;2013;30/12/2013;Em execução;;Publicado;SIM;SIM;2.34000004062013E+016;153173.0;15/01/2014;30/12/2013;19/01/2018;60;20/03/2018;Normal;1;2.0;1.0;190000;180000;10000;180000;;;;;
1225;809212;RJ;RIO DE JANEIRO;3304557.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;90988/2013;10;12;2013;10/12/2013;26245;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;CONVENIO;42429480000150;FUNDACAO UNIVERSITARIA JOSE BONIFACIO;22290240;AVENIDA PASTEUR. 280 - URCA. RIO DE JANEIRO - RJ. CEP: 22290-240;URCA;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;23/12/2013;14/01/2017;Realização de serviços educacionais para o desenvolvimento da Pós-Graduação (Master of Business Economy – MBE) em Economia e Gestão da Sustentabilidade com ênfase em habilitação de interesse social.;539000;539000;0;795980;20;12;2013;20/12/2013;Prestação de Contas enviada para Análise;;Publicado;SIM;SIM;2.30790589132013E+016;153115.0;23/12/2013;23/12/2013;14/01/2017;15;29/01/2017;Normal;1;1.0;;539000;539000;0;539000;539000;165532.59;;;
1226;809228;BA;SALVADOR;2927408.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;90998/2013;10;12;2013;10/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;14485841000140;UNIVERSIDADE DO ESTADO DA BAHIA;41150000;RUA SILVEIRA MARTINS. 2555 - CABULA. SALVADOR - BA. CEP: 41150-000;CABULA;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;30/12/2013;20/09/2018;A aquisição de trator. implementos agrícolas e equipamentos científicos para Centro de Mecanização Agrícola e os laboratórios de Fertilidade dos Solos e Biologia Geral do Departamento de Ciências e Tecnologias - Campus de Euclides da Cunha.;510000;500000;10000;790129;30;12;2013;30/12/2013;Em execução;;Publicado;SIM;SIM;2.34000004112013E+016;153173.0;15/01/2014;30/12/2013;20/09/2018;60;19/11/2018;Normal;1;;4.0;510000;500000;10000;500000;;;;;
1227;809320;MS;DOURADOS;5003702.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;91049/2013;10;12;2013;10/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;86891363000180;FUNDACAO UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;79822240;RODOVIA DOURADOS/ITAHUM KM 12. S/N. CAMPUS UNIVERSITARIO - ZONA RURAL. DOURADOS - MS. CEP: 79822-240;ZONA RURAL;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Complementação;Proposta/Plano de Trabalho Aprovados;30/12/2013;26/09/2017;- Construir o Centro de Informatização  e Tecnologia  da  Informação da  UEMS  -Unidade Universitária de Dourados (Área construída: 546.31m2) e adquirir diversos equipamentos de informática tais como geradores. computadores de grande porte. equipamentos para manutenção e servidores.;1098983.32;1000000;98983.32;787548;30;12;2013;30/12/2013;Aguardando Prestação de Contas;;Publicado;SIM;SIM;2.34000003732013E+016;153173.0;15/01/2014;30/12/2013;26/09/2017;60;25/11/2017;Normal;1;2.0;1.0;1098983.32;1000000;98983.32;1000000;;;;;
1228;809932;PR;CASCAVEL;4104808.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;91507/2013;11;12;2013;11/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;78680337000184;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;85814110;RUA UNIVERSITARIA. 1619 - JD UNIVERSITARIO. CASCAVEL - PR. CEP: 85814-110;JD UNIVERSITARIO;CAIXA ECONOMICA FEDERAL;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;30/12/2013;15/10/2017;Investimentos em Mobiliários e Equipamentos de Apoio ao Ensino. Pesquisa e Extensão  da Unioeste/Campus de Marechal Cândido Rondon.;222316;200000;22316;788150;30;12;2013;30/12/2013;Aguardando Prestação de Contas;;Publicado;SIM;SIM;2.34000003922013E+016;153173.0;15/01/2014;30/12/2013;15/10/2017;60;14/12/2017;Normal;1;1.0;3.0;222316;200000;22316;200000;200000;;;;22316
1229;810232;BA;SALVADOR;2927408.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;91755/2013;11;12;2013;11/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;14485841000140;UNIVERSIDADE DO ESTADO DA BAHIA;41150000;RUA SILVEIRA MARTINS. 2555 - CABULA. SALVADOR - BA. CEP: 41150-000;CABULA;BANCO DO BRASIL SA;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;30/12/2013;09/02/2018;Realização de Eventos relacionados ao ensino. a pesquisa agrícola e a extensão universitária.;305000;300000;5000;790153;30;12;2013;30/12/2013;Em execução;;Publicado;SIM;SIM;2.34000004122014E+016;153173.0;15/01/2014;30/12/2013;09/02/2018;60;10/04/2018;Normal;1;2.0;1.0;305000;300000;5000;300000;;;;;
1230;810273;PR;CASCAVEL;4104808.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;91804/2013;11;12;2013;11/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;78680337000184;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;85814110;RUA UNIVERSITARIA. 1619 - JD UNIVERSITARIO. CASCAVEL - PR. CEP: 85814-110;JD UNIVERSITARIO;CAIXA ECONOMICA FEDERAL;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;30/12/2013;10/04/2018;Aquisição de equipamentos agrícolas . de laboratórios e de climatização para suporte às atividades de ensino. pesquisa e extensão dos Campi de Marechal Cândido Rondon e Toledo.;552465;500000;52465;788149;30;12;2013;30/12/2013;Em execução;;Publicado;SIM;SIM;2.34000003792014E+016;153173.0;15/01/2014;30/12/2013;10/04/2018;60;09/06/2018;Normal;1;2.0;2.0;552465;500000;52465;500000;500000;;;;52465
1231;810291;BA;SALVADOR;2927408.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;91819/2013;11;12;2013;11/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;14485841000140;UNIVERSIDADE DO ESTADO DA BAHIA;41150000;RUA SILVEIRA MARTINS. 2555 - CABULA. SALVADOR - BA. CEP: 41150-000;CABULA;BANCO DO BRASIL SA;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;30/12/2013;23/10/2017;Ampliar e modernizar o espaço físico da biblioteca do Departamento de Ciências Humanas do Campus de Barreiras.;275000;250000;25000;795763;30;12;2013;30/12/2013;Aguardando Prestação de Contas;;Publicado;SIM;SIM;2.34000004532013E+016;153173.0;15/01/2014;30/12/2013;23/10/2017;60;22/12/2017;Normal;1;2.0;1.0;275000;250000;25000;250000;;;;;
1232;810295;PR;CASCAVEL;4104808.0;26000;MINISTERIO DA EDUCACAO;Administração Pública Estadual ou do Distrito Federal;91823/2013;11;12;2013;11/12/2013;26298;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO;CONVENIO;78680337000184;UNIVERSIDADE ESTADUAL DO OESTE DO PARANA;85814110;RUA UNIVERSITARIA. 1619 - JD UNIVERSITARIO. CASCAVEL - PR. CEP: 85814-110;JD UNIVERSITARIO;CAIXA ECONOMICA FEDERAL;Regularizada;Projeto Básico Aprovado;Proposta/Plano de Trabalho Aprovados;30/12/2013;08/05/2018;Aquisição de Material de Consumo para o Curso de Medicina da Unioeste – Campus de Francisco Beltrão;222000;200000;22000;791088;30;12;2013;30/12/2013;Em execução;;Publicado;SIM;SIM;2.34000002912013E+016;153173.0;15/01/2014;30/12/2013;08/05/2018;60;07/07/2018;Normal;1;2.0;2.0;222000;200000;22000;200000;200000;;;;22000
1233;810480;RN;MOSSORO;2408003.0;26000;MINISTERIO DA EDUCACAO;Organização da Sociedade Civil;92077/2013;11;12;2013;11/12/2013;26264;UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN;CONVENIO;8350241000172;FUNDACAO GUIMARAES DUQUE;59625900;AVENIDA FRANCISCO MOTA. 572. CAMPUS UFERSA - PRESIDENTE COSTA E SILVA. MOSSORO - RN. CEP: 59625-900;PRESIDENTE COSTA E SILVA;CAIXA ECONOMICA FEDERAL;Regularizada;Projeto Básico em Análise;Proposta/Plano de Trabalho Aprovados;26/05/2014;30/12/2015;Apoiar à execução administrativa e financeira da cooperação institucional entre o Ministério do Meio Ambiente e a UFERSA que visa subsidiar o Governo Federal na regulamentação dos artigos 47 e 48 da Lei Federal 9.985/2000. que institui o SNUC.;387000;387000;0;795551;23;5;2014;23/05/2014;Prestação de Contas enviada para Análise;;Publicado;SIM;SIM;2.30910052572013E+016;153033.0;26/05/2014;26/05/2014;30/12/2015;60;28/02/2016;Normal;1;4.0;1.0;387000;387000;0;387000;387000;119008.19;;;
